,id,song name,artist name,artist popularity,artist genres,album genres,release_date,song duration,song popularity
146,03DbrF4AmePoHe0bWPT9NH,Yen Chellaperu Apple,"A.V.Ramanan, Suchitra",27,[],[],2007-05-25,269866,46
147,0fKqlihU1gGCFPuc4ii1ju,Aen Enakku,Jayadev,35,[],[],2007,309106,48
148,5pfCT1UcILp1HtgzS7EPpE,Seval Kodi,Yuvan Shankar Raja,75,"['filmi', 'kollywood', 'tamil pop']",[],2007-12-14,292453,46
149,72niNpc1LP2DEqaF118U7M,Kannan Varum Velai,Anuradha Sriram,57,"['filmi', 'tamil pop']",[],2007-01-05,228066,44
150,58AS4weYlUWvGztZbKIuAU,Leave Out All The Rest,Linkin Park,82,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",[],2007-05-14,209306,54
151,5Lgcn7u07bHuqbOtXkN62u,With You,Chris Brown,87,"['dance pop', 'pop', 'r&b']",[],2007-11-06,252120,73
152,54KFQB6N4pn926IUUYZGzK,To Build A Home,The Cinematic Orchestra,62,"['downtempo', 'electronica', 'ninja', 'nu jazz']",[],2007-05-07,371320,74
153,0zOiF5Cs58PST28uE7gsGf,Jame Raho,Vishal Dadlani,69,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",[],2007-11-05,180475,42
154,5OHWqBhWn4jxVzrULFFhDV,Mera Jahan,Adnan Sami,57,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",[],2007-11-05,402727,43
155,5RH4M64x1jvPMWHN5S2LAz,Ganpat,Mika Singh,64,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",[],2007-04-30,270466,44
156,4vEBLoDHmtzr0icyHi81pv,Meri Duniya Tu Hi Re,Sonu Nigam,72,"['desi pop', 'filmi', 'modern bollywood']",[],2007-07-17,346941,42
157,5V6XcXBrCGI6JOeYr4Uyo3,Shaam Tanha,Agnee,29,"['indian indie', 'indian rock', 'modern bollywood']",[],2007-04-27,299360,42
158,2mxXHYY0tClCCts9nNaGUy,June Pothe,"Krish, Arun",26,['classic tollywood'],[],2007-02-16,358760,44
159,78gsvivelCP8Kh0tSRTy8D,Bleed It Out,Linkin Park,82,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",[],2007-05-14,164760,57
160,1XyL3J7eTTKnxRZAM3LqIT,Beggin (original version),Madcon,61,"['dance pop', 'norwegian hip hop', 'pop rap']",[],2007-12-03,216146,70
161,66Ohdq7HQrvbvXqQzdGqvV,Hanuman Chalisa,Shravan,36,[],[],2007-12-15,757138,44
162,2XlrUrbMQnveIQUIJsVi5G,Thode Badmash,Sanjay Leela Bhansali,58,['modern bollywood'],[],2007-09-14,199640,43
163,0Dm8v18g6ieupxLcdSpHVk,Tum Se Hi (Remix),Pritam,84,"['filmi', 'indian instrumental', 'modern bollywood']",[],2007-09-21,262912,42
164,5GpK2be6lGPawut1iSqOKN,Ya Rabba,Kailash Kher,63,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']",[],2007-07-12,418880,44
165,5nHVhcGWGA8LAtAfDJQFkO,Rafta Rafta,RDB,45,"['bhangra', 'modern bollywood']",[],2007-02-23,282773,44
166,0gkvyVZT7lsHCJgwwkGSRn,Ivala,"K.K, Sunitha",28,['classic tollywood'],[],2007-08-21,268888,44
167,4DJe2GfrLodDqRqJ13LE84,Teri Yaad,Adnan Sami,57,"['classic bollywood', 'classic pakistani pop', 'desi pop', 'filmi', 'modern bollywood']",[],2007-04-14,273826,44
168,5Se6jdeEeBJenOsnM6Pnho,Namaskarartha Mantra,Uma Mohan,44,"['kirtan', 'mantra']",[],2007-01-24,364538,41
169,0fXtzYG8cP9Xz0cQ8aomlu,Cheli Chemaku,"Adnan Sami, Anushka, Swetha",24,[],[],2007-03-27,307487,42
170,1ICtKrR6YnTMa9G6Ob8VMe,Kelamal Kaiyile,Sriram Parthasarathy,51,"['filmi', 'tamil pop']",[],2007-04-11,327733,43
171,6xSLK6coXyYYravGccAFk0,Male Ninthu Hoda Mele - (M),Sonu Nigam,72,"['desi pop', 'filmi', 'modern bollywood']",[],2007-06-24,361351,41
172,4rod5ELkNh54Jg6ZCkgVrI,Ishq Na Karna Ishq Na Karna,Agam Kumar Nigam,43,"['classic bollywood', 'filmi', 'odia pop']",[],2007-07-17,335040,44
173,1tHlLDtyocoANGvq15sclN,Mazhavillin,Afsal,47,"['filmi', 'mollywood']",[],2007-07-07,260333,43
